title,content,sports,category,is_featured,news_views,thumbnail
Time for fun is over! AC Milan chief Maldini tells players to 'turn the page' after Serie A title celebrations,"AC Milan need to ""turn the page"" following their Scudetto celebrations, says technical director Paolo Maldini, as the club see their stars return to training in preparation for a Serie A title defence. The San Siro club laid their hands on the Scudetto for the first time in a decade to deliver glory at the expense of local rivals Inter, dethroning them as champions of Italy. The team has spent much of their subsequent summer and the international break relaxing, but now Maldini says they must park their euphoria and look ahead to the task at hand. ""The boys had a deserved break after such a great season,"" Maldini told Milan TV. ""Those memories are still fresh in mind. ""It’s right to keep in mind how we got to that title, but also turn the page and focus on our aims for this season. “We must forget for a second what happened after the Sassuolo game. It is something that will be with us forever and that has boosted this group’s confidence even more, but we go again. Every year is different."" Maldini also turned his attentions towards the upcoming Qatar 2022 World Cup, which in a first for the European game, will take place mid-season, throwing traditional calendar structures into disarray. The Milan supremo believes teams will adapt however, including his own, adding: ""We need to get used to it. We got used to Covid-19, suspended games and behind closed doors, so we need to get accustomed. ""This season will be divided into two and we need to see it as such. It will be a long period of inactivity for those not going to the World Cup, so we’ll have a break and then go again. ""We have to prepare the team, set our goals for the season, we need to manage the group. A lot of things go into making this work great if you can call it work.""",Football,Rumor,False,14859,https://assets.goal.com/images/v3/blt012b52abea2af7d0/GOAL%20-%20Blank%20WEB%20-%20Facebook%20-%202025-10-17T071130.869.png?width=1400&upscale=true
Ziyech: Morocco open door for Chelsea winger to return to squad,"Royal Moroccan Football Federation (FRMF) has confirmed the door for the national team is wide open for Chelsea winger Hakim Ziyech ahead of the 2022 World Cup finals in Qatar. The 29-year-old has on two occasions turned down a call to feature for the Atlas Lions, the latest coming in the 2022 World Cup play-offs against the Democratic Republic of Congo a month ago. Despite earning a call to join the provisional squad named by coach Vahid Halilhodzic, the Chelsea player alongside Ajax defender Noussair Mazraoui turned it down saying he was concentrating on club duties. However, FMRF president Fouzi Lekjaa has said nobody can stop a Moroccan player from playing for the national team. “The doors of the national team are open to all Moroccan players, regardless of their differences,” FMRF president Lekjaa said during a board meeting this week as quoted by BBC Sport Africa. “Nobody can stop a Moroccan player playing for the national team, whether it’s Ziyech or anyone else.” On turning down the call to face DR Congo, a two-legged fixture they won 5-2 on aggregate to qualify for the finaL, Ziyech said then: “I’m sorry to disappoint the fans, it was not an easy decision to make, but unfortunately, I feel I have no other choice. “Although I have given my all for the team over the past six years, the leaders continue to spread false information about me and my commitment to my country. Their actions have prevented me from continuing to be part of the team. I wish the team the best for the future. “As a player, my focus is on my club.” In Qatar, Morocco have been drawn to face Croatia, Belgium and Canada. Ziyech, who had announced his retirement from international football at the age of 28, on February 8, 2022, was also not part of the Morocco squad that participated in the 33rd edition of the Africa Cup of Nations in Cameroon.",Football,Match,False,23452,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTB858EJEDss6qdufcyGCaqLsk3j8POEXld5g&s
Son Heung-min celebration: What is the meaning behind Tottenham star's camera gesture?,"Son Heung-min has carved out a reputation as not only one of the Premier League's most prolific forwards, but as one of the top-flight's nicest people as well - and it is rare to see him unsmiling. The South Korea international has formed a formidable strike partnership with team-mate Harry Kane, and is one of the most important members of the Tottenham team. You might be familiar with the camera celebration Son does right after he scores a goal - but what is the significance of it? GOAL takes a look. After Son hits the ball into the net, he often celebrates in the direction of the camera, shaping his fingers into the motion of pretending to take a picture with a camera. Paired with his signature grin, it is a trademark celebration of the Tottenham forward. Son explained his reasoning behind the celebration in an interview with Sky Sports, and the meaning behind his special camera celebration is incredibly wholesome. ""Maybe a year ago, I was thinking about what could be a special celebration,"" Son said. A HAT-TRICK WORTHY OF CHAMPIONS LEAGUE FOOTBALL ⭐️⭐️⭐️ pic.twitter.com/zQANxX6vZc ""And then I tried to find one. The camera celebration is because if I score a goal, it's a good memory. It's like, I take a picture so I have good memories in my mind [of it]. I don't know if the people get it, but I think it's a good celebration. I don't know if I'll keep doing it, but we'll see!"" And then when asked about why he is so happy and smiling all the time, Son said: ""It's because I love football. I love being here, and playing with my team-mates and with this amazing team."" Son, who joined Spurs in 2015 from Bayer Leverkusen, is well past a century of goals for the club and has impressed under a succession of managers in north London. During the 2021-22 season, Son and Kane set a new Premier League record for the most goal combinations when they passed the previous landmark set by Didier Drogba and Frank Lampard.",Football,Match,False,18490,https://assets.goal.com/images/v3/bltd8dd75ee911ec287/chelsea%20ajax.jpg
"'He was the best we had' - Grealish sale has affected Aston Villa this season, admits Martinez","Emi Martinez admits Aston Villa's record-breaking £100 million ($127m) sale of Jack Grealish to Manchester City has impacted the club's performances this season as the Villans were forced to part with “the best we had”. The home-grown captain bid farewell to his West Midlands roots in the summer of 2021 when becoming the most expensive player in British football. His absence was always going to be felt at Villa Park, despite much of the fee he generated being reinvested on new recruits, and Martinez admits his side have struggled for consistency after losing a key creative influence and on-field leader. After helping Villa secure promotion back into the Premier League in 2019, Grealish registered 17 goals and 18 assists across two seasons. With those qualities now aiding the cause of reigning English champions, Martinez said: “He was the best player we had. He was outstanding last season but we understood he needed to make that step. The signings we made were really positive but they needed time to adapt. “You can see now at the end of the season the inconsistency as well because we have a new manager, a new philosophy. Next season, we will know what to do. “It has been difficult inside (the club) but we have been very positive and we have double figures in clean sheets now.” Jack Grealish's transformation at Aston Villa was crazy 💪 pic.twitter.com/3CM09PuUfa Martinez added: “Obviously there has been investment at the club and everyone expected us to be top eight or top seven but it is difficult when there are so many changes in one season. We have been inconsistent but we have to realise we sold Jack, a home-grown player and the best we had at Villa. “We have had to rebuild and find new players but they need time to adapt. We changed the manager in mid-season too, with a new philosophy. It isn’t as easy as it looks.” A big-money move to City has not played out entirely as planned for Grealish, as he has just five goals and three assists this season. Villa meanwhile have toiled at times without him and find themselves languishing closer to a relegation battle than a bid for European qualification. With six games left, Gerrard’s side sit 15th in the Premier League, eight points clear of the drop zone.",Football,Rumor,False,48060,https://assets.goal.com/images/v3/blt0d52ef8356e447e7/Dean%20James.jpg?auto=webp&format=pjpg&width=3840&quality=60
'It's in Man City's hands' - Henderson admits Liverpool are playing catch-up in Premier League title race,"Jordan Henderson has admitted the Premier League title is in Manchester City's hands and Liverpool are playing catch-up after failing to beat the champions at Etihad Stadium. City and Liverpool played out a thrilling 2-2 draw on Sunday that ensured Pep Guardiola's side remain one point clear of the Reds at the top of the table with seven matches remaining. Jurgen Klopp's men twice came from behind to earn a point in Manchester, but Henderson admitted having ""mixed emotions"" after the final whistle. The Liverpool captain has warned his team-mates they must now be alert to capitalise on any mistakes from Man City in the final weeks of the campaign. ""We wanted to come here and win and then it would have been in our hands in the next seven games,"" Henderson told LFC TV.  ""Unfortunately it's not and it's in City's hands. We have to keep going right to the end and if there's any slip-up we need to be there ready to pounce. That's the mentality. ""Mixed emotions as we wanted three points but we dug deep and didn't lose the game, which is important as well. We have to take the positives and move on and get ready for the next game. ""It's going to be an intense game at this level and magnitude, and it was, especially early on. We could have started a bit better but to be fair I thought we kept going and went behind twice and came back twice, that's really positive and shows great character to keep going in tough moments.  ""At the same time we can be a bit better, especially with the ball. I felt when we played football it hurt them, and that's where the goals came from."" Liverpool's next Premier League outing will see them welcome arch-rivals Manchester United to Anfield on April 19, five days before a Merseyside derby clash with Everton at Goodison Park. The Reds' final game of the month will see them take on Newcastle at St James Park and they are due to open their May schedule with a home encounter against Tottenham. Liverpool's season will conclude with fixtures against Aston Villa, Southampton and Wolves, but they also still have Champions League and FA Cup commitments as a potential quadruple remains in their sights.",Football,Match,False,36222,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQUddMnm4xTdRy8b8L0tKlxrctmn95YAn6txA&s
Rangnick: I don't know what Fletcher's role is at Man Utd,"Ralf Rangick has admitted that he doesn't know exactly what role Darren Fletcher has at Old Trafford, but has revealed that he has a big input in what goes on in training. Former United midfielder Fletcher was brought back to the club by Ole Gunnar Solskjaer in January last year, initially taking up a coaching role with the first-team squad. He was appointed the club's first-ever technical director two months later, and is now working closely with Ralf Rangnick, who replaced Solskjaer as head coach on an interim basis following his sacking in November. Rangnick has found Fletcher's opinion on tactics and intimate knowledge of the United squad valuable during his first three months in charge, but concedes he is still in the dark with regards to the specific nature of his technical director post. ""Well, I can only talk about what I've experienced in the last 11 to 12 weeks. He has always been part of almost every training session and each game,"" the German manager told reporters when quizzed on Fletcher. ""Whenever I have had a question about what he thinks, because he obviously knows the players, he has known them for a long time. I could always, and will always, ask him for his opinion. So it is good to have him in the team. ""What is his role in with regard to the club? I don't really know, to be honest. I can only tell you what is happening in the training sessions, around the training sessions and around the games. In those areas, it is good to have him on board."" Fletcher spent the majority of his 16-year playing career on United's books, winning five Premier League titles and the Champions League while making 342 appearances for the club. The 38-year-old set about getting his coaching badges after retiring following a spell at Stoke City in 2019, and since returning to Old Trafford last year he has enjoyed great influence behind the scenes. His role as technical director is officially a boardroom title and linked with recruitment, though, which has led to some confusion given his regular presence in training sessions and at matches. Fletcher temporarily returned to the coaching set-up during Michael Carrick's caretaker stint at the helm before Rangnick's appointment, and was seen in the dugout again for United's 1-1 draw with Southampton on Feburary 12 and their 2-0 win against Brighton last Tuesday.",Football,Match,False,46580,https://assets.goal.com/images/v3/blt74fc3d8e367fd306/Lay%20Off%20Benjamin%20Sesko.jpg?auto=webp&format=pjpg&width=3840&quality=60
Watch: Frankfurt fans storm pitch after German side reaches Europa League final,"Eintracht Frankfurt's support has been one of the stories of the Europa League, and the German side's supporters were at it again on Thursday as their side booked a spot in the final. Fans rushed the field after the club took down West Ham to seal their spot in Seville, where they will meet Rangers. Frankfurt fans previously made headlines for their vast numbers at Camp Nou against Barcelona, and now the club's supporters will have one more trip to make with European glory on the line. EINTRACHT FRANKFURT REACH A EUROPEAN FINAL FOR THE FIRST TIME IN 42 YEARS. 👏ABSOLUTE SCENES AS THEIR FANS STORM THE PITCH. 👀 pic.twitter.com/JNo0MrawNi Das Stadion steht Kopf... #SGE #SGEWHU #Eintracht #UEL pic.twitter.com/f5QNmrFIwr",Football,Update,False,39430,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSSwMuEDoRcBUNdByTM09o_0FAse_xFUuWmOQ&s
One more year? Why Klopp would love 'role model' Milner to stay at Liverpool,"If Fenway Sports Group were paying attention to Liverpool’s win over Newcastle, then James Milner can surely expect a phone call. Age ain’t nothing but a number, and the 36-year-old proved as much at St James’ Park on Saturday, delivering a timeless performance as Jurgen Klopp’s side kept up the pressure on Manchester City at the top of the Premier League. “Outstanding,” was Klopp’s verdict. There’s a reason he wants his vice-captain to stick around for at least another season, and this was it. In the Tyneside heat, Milner did what he always does. He led by example, he got his head down and he produced the goods. It was his tackle, firm but fair on Fabian Schar, which led to the winning goal, scored in superb fashion by Naby Keita. It was his pass, clipped perfectly over the top of the Newcastle defence, which should have led to another for Diogo Jota in the second half.  And when Jonjo Shelvey lined up a dangerous-looking free-kick, 25 yards out, it was his head which deflected the ball to safety. He spent a few seconds on the floor after that, but was soon back on his feet, chasing and challenging, recycling possession and making sure his team-mates didn’t dare switch off.  Liverpool aren’t short of leaders, by any means, but Milner’s standards are the highest of them all. Impress him, and you’re doing something right. Fall short, and you’ll know about it. It is coming up to 20 years since he made his debut as a professional, and his appetite for the game is as strong now as it was when emerging as a teenager with boyhood club Leeds United.  That’s why he - and Liverpool - have a decision to make this summer. Do they stick or twist? One more year or a thanks-for-the-memories? Milner’s contract expires in June, and while there have been initial talks between the club and his representative, Matthew Buck, it is fair to say that there are doubts on both sides at present.  FSG appreciate the superb service he has given the club since joining on a free transfer from Manchester City in 2015. He has made close to 300 appearances, in a range of different positions, and never has he let anybody down. His fingerprints are all over some of Liverpool’s greatest nights, and all of Klopp’s biggest triumphs. “Nothing we achieved over the last few years would have happened without him,” the manager himself suggested at St James’ Park. But time waits for nobody. Milner may be as fit as ever - no player, on either side, recorded a higher average speed during Saturday’s game - but he will be 37 in January and knows he is, at best, Klopp’s fifth-choice midfield option. With the likes of Curtis Jones, Harvey Elliott and the soon-to-arrive Fabio Carvalho all developing rapidly, opportunities could be even further limited next season. Saturday was his 35th appearance of the season - he made 36 last term and 37 in 2019-20 - but only his eighth Premier League start, and his first since January 2. He may understand when he’s left out - and Liverpool’s form hardly helps him argue otherwise - but that doesn’t mean he’s happy with it, or that he’s willing to accept it. It is that, rather than salary or length of contract, which will play the biggest part in his decision. Klopp, certainly, would like him to stay and has made that point both to Milner and to Julian Ward, the incoming sporting director. Ward and Milner go way back, having worked together at Manchester City, and the smart money is on an agreement being reached over a one-year extension.  It is interesting to compare and contrast Milner’s situation with that of Fernandinho, another veteran midfielder who is out of contract in the summer. The Manchester City captain appeared to catch his manager, Pep Guardiola, by surprise when announcing in a recent Champions League press conference his intention to return to Brazil. “I didn’t know,” Guardiola responded, adding that “I understand players want to play…I would love to be with him [longer].” Like Milner at Liverpool, Fernandinho is a key figure at City, a standard-bearer in training and a vocal presence in the dressing room. Like Milner, he has deputised in various positions, stepping in and stepping up, and like Milner, he will be hard to replace, if and when he eventually leaves.  Liverpool have found in recent years with the likes of Dejan Lovren, Gini Wijnaldum and, in particular, Adam Lallana, that often it is the person, the character, who is missed as much as the player. Milner most definitely falls into that category. Not many players, after all, have a door named after them at the training ground.  “He sets the standard, in a way not many people can set standards,” said Klopp on Saturday. “He’s a role model, and incredibly important for us.” Newcastle served only to underline that fact. And if the manager gets his wish, Milner’s influence at Anfield will continue for a little while longer.",Football,Rumor,False,11404,https://assets.goal.com/images/v3/bltc66585315b64be22/Miliano%20Jonathans.jpg?auto=webp&format=pjpg&width=3840&quality=60
Nunez's stupid sending-off leaves Liverpool's title hopes hanging in the balance,"It’s fair to say that’s not how Darwin Nunez saw his big night going, and it certainly wasn’t how Jurgen Klopp and Liverpool envisaged it either. The Uruguayan’s home debut, his first Premier League start, lasted just 57 minutes, and ended in the ignominy of a straight red card in front of the Kop.  When we talked about Nunez making a big impact on Merseyside, we didn’t imagine that impact would be made on the chin of Joachim Andersen, the Crystal Palace defender who was left flattened by the Reds striker’s obvious, and staggeringly daft, headbutt. Nunez’s indiscipline cost Liverpool on the night, as they laboured to a 1-1 draw which means that, for the first time in a decade, they have failed to win either of their opening two games in a Premier League campaign.  It could have been worse too: a goal down at the time of the dismissal, were it not for Luis Diaz’s brilliance, or Wilfried Zaha’s late miss, they’d have been nursing their first home league defeat in 17 months. Klopp stated afterwards that he was “proud” of his team’s response with 10 men, and said he would speak to his new £64 million ($76m) signing about his moment of madness. Whatever provocation there was from Andersen – and it was relatively minor, given the compilation videos circulating on social media – there can be no excuse for such a reaction, especially with VAR in operation and the referee, Paul Tierney, looking straight at the incident in any case. Nunez’s indiscretion will cost him, and it will cost Liverpool. He will now miss three games through suspension, starting with next Monday’s trip to Manchester United, and at a time when Klopp’s resources are already stretched worryingly thin, this was a headache he could ill afford. A moment of madness from Darwin Núñez and he's shown a straight red card! 🤯 pic.twitter.com/YAErzuuUKq “Because we have no other striker,” was Klopp’s response when asked why he had chosen Nunez to start against Palace. He was smiling as he delivered the line, but he was telling the truth. With Diogo Jota sidelined and Roberto Firmino also ruled out, Nunez had to play. Even Alex Oxlade-Chamberlain, who has been used occasionally as a (rather awkward-looking) centre-forward in the past, is injured. Two games into the season, Liverpool’s squad is creaking. They currently have 10 first-team players out, and two more – Joe Gomez and Jordan Henderson – were deemed fit enough only for a place on the bench against Palace after minor issues. Firmino and Joel Matip were the latest to fall, Matip reporting a groin injury ahead of training on Friday, which Klopp says will keep him out for around two weeks, and Firmino picking up an as-yet-unknown issue over the weekend. “I’ve never known a week like it,” Klopp said in his post-match press conference on Monday. “It was like we had a witch in the building, honestly! Every day, somebody else pulled out [of training] for the craziest reasons.” Nunez’s silliness, then, was the last thing he needed, although for once he will be grateful for the fixture list, which gives his team a full week to prepare for the United game.  He hopes Firmino, at least, will have a chance of returning for that, but Matip is out, Jota is still a couple of weeks away, and Oxlade-Chamberlain, Thiago Alcantara, Ibrahima Konate and Curtis Jones are still on the treatment table. Even the No.2 goalkeeper, Caoimhin Kelleher, summer signing Calvin Ramsay and teenage star Kaide Gordon are crocked. The first red card for violent conduct of Jurgen Klopp's Liverpool reign 😡 pic.twitter.com/DkVmOCSygA It all adds up to a challenge, and one which will intensify calls for Liverpool to look to solve their problems in the transfer market. News that Wolves have agreed a deal to sign Matheus Nunes, the Sporting Lisbon midfielder who has been linked with the Reds recently, will have gone down like a lead balloon with supporters in that regard. Klopp insists Liverpool won’t panic buy, and we should take him at his word, but this has been a troubling start to the campaign, one which already leaves them playing catch up with Manchester City, and which places added pressure on that trip to Old Trafford next week. Lose there, against the league’s crisis club, and the knives will be out for sure. That’s the price of success, sadly, and the standards set by Liverpool in recent years are such that any drop – such as a couple of below-par results – is going to create chatter. Their job now is to quieten that chatter, and that can only be done through wins and through convincing performances. For now, they’re going to have to achieve those without Nunez.  The new boy will learn from his mistake, for sure, and will almost certainly go on to become a big player for Liverpool in the coming months and years, but his stupidity has left his team, and his manager, facing a tricky few weeks.",Football,Match,False,34923,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSilKQ27KDqPZplzvDl_t91TxbXeKMsWIpZow&s
Spurs close to sealing £50m Richarlison transfer with Everton forward set to undergo medical,"Tottenham are closing in on the signing of Richarlison from Everton, GOAL can confirm, with the Brazil international forward set to undergo a medical. It appeared at one stage as though the 25-year-old would be heading to north London as a new addition at Arsenal, but the Gunners have turned their attention to alternative Samba stars such as Gabriel Jesus and Raphinha. That has left a door open for Spurs to swoop in, with another proven Premier League performer being added to Antonio Conte’s ranks on the back of deals for Fraser Forster and Yves Bissouma. It is understood that Spurs will be splashing out an initial £50 million ($61m) fee in order to get a deal for Richarlison over the line. An agreement reached with Premier League rivals includes the option for a further £10m ($12m) to be paid in add-ons. Reports suggest that the South American star will be committing to a five-year contract with Spurs through to the summer of 2027. Personal terms have been agreed, with medical tests the last box to be ticked before the relevant paperwork can be completed. The press. The finish. 👌@richarlison97 👏#EVECHE pic.twitter.com/H20ueCW3HQ Tottenham already boast plenty of firepower in their ranks, with England captain Harry Kane very much a talismanic presence in the final third of the field. They also have Son Heung-min on their books, with the South Korean forward claiming a share of the Premier League Golden Boot last season. Sweden international Dejan Kulusevski impressed on the back of his loan move from Juventus in January, but questions have been asked of how long Lucas Moura and Steven Bergwijn will be sticking around. Conte is eager to avoid leaving himself short of options in an important area of the field, with Richarlison being drafted in as another ready-made starter. He has, having first arrived in English football at Watford in 2017, reached double figures when it comes to goals in each of the last four seasons. Richarlison has registered 53 in total for Everton through 152 appearances and has shown that he can be a threat down the middle, out wide, on the floor and in the air.",Football,Exclusive,False,8528,https://assets.goal.com/images/v3/blt6727a443d21af7f9/GOAL%20-%20Multiple%20Images%20-%203%20Stacked%20-%20Facebook%20-%202025-03-10T185215.965.jpg?auto=webp&format=pjpg&width=3840&quality=60
Norway star Hegerberg pays tribute to shooting victims as teams provide emotional support to grieving country,"Norway star Ada Hegerberg paid a touching tribute to the victims of this weekend's nightclub shooting by raising her rainbow captain's armband after scoring against New Zealand on Saturday.  The Scandinavian nation was rocked by the attack in the early hours of Saturday morning outside a popular gay nightclub in Oslo.  Two other venues were also targeted, with at least two people killed and 21 injured. Hegerberg, who plays her club football for Lyon in France, played for Norway on Saturday just hours after the shooting.  And after hitting the net against New Zealand the forward held up the rainbow band as a mark of respect, later publishing a photo of the gesture on Twitter alongside the message ""Love"".  🤍🏳️‍🌈 #Love pic.twitter.com/BywpxHaF6V The 26-year-old is one of women's football's premier stars, lifting the 2018 Ballon d'Or.  She is also known for her activism, particularly when it comes to the issue of equal pay.  Hegerberg stepped down from international duty for several years due to a dispute with the Norwegian FA over the treatment of women players, before returning in 2022 ahead of the European Championship.  ""It was tough at so many [international] camps. I have been broken mentally,"" she said to Josimar in 2019 in explaining her decision to miss that year's World Cup. ""It has been a deeply depressing feeling. I had nightmares after being with the national team, you shouldn't have things like that. If you want to get anywhere in life you have to make choices. ""Immediately the thought came into my mind: 'I think I'll have to stop playing for the national team'. [Then] everything just ran off and I started to sleep well again."" A man has been arrested as the alleged perpetrator of the shooting, which police are investigating as a possible act of Islamic terrorism.  The first site targeted was the nightclub London Pub, while the Herr Nilsen Jazz Club and a takeaway food vendor were also hit. The attack coincided with Oslo Pride, the city's LGBT Pride event which was subsequently cancelled as a result of the tragedy.",Football,Exclusive,False,14137,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTV1lqrMNlvxyDyDvs8lV5NcJRfPMp80ZQPjQ&s
'The pinnacle of individual achievements' - Ronaldo reacts to winning FIFA Special Best award,"Cristiano Ronaldo says it was a ""tremendous honour"" to win the FIFA Special Best Award on Monday. The Portugal star was handed the trophy in recognition of him becoming the highest-scoring men's player in international football history. Ronaldo broke the record set by former Iran hero Ali Daei in September when he scored his 110th goal for his country. He has since taken his tally up to 115. FIFA unveiled the special accolade for the 36-year-old during The Best Awards ceremony in Zurich and the attacker expressed his delight on social media.    ""Winning The FIFA Special Best Award is a tremendous honor and a huge privilege,"" he wrote in an Instagram post.  ""The fact that such a relevant institution chose to recognize me as the Top Goalscorer in the history of FIFA competitions is, for me, the pinnacle of my individual achievements in representation of my beloved country. ""Now, it’s up to me to turn this award into extra fuel and motivation to help achieving all our goals at Man. United for this season, as well as to the upcoming play-off matches in March, so that Portugal can be at the 2022 World Cup in Qatar, and we can all keep writing this amazing story together. ""Last but not least, a special word to all the tremendous players that represented Portugal by my side over the last two decades, and to all the international players that I faced so many times all around the globe. Your talent, your professionalism and your quality always contributed to make me a better player."" The five-time Ballon d'Or winner will turn 37 in less than three weeks, on February 5. Despite his age, Ronaldo feels he can keep playing into his forties, as he said at the ceremony in Zurich: “I still have the passion for the game. Not just to score goals. It’s to entertain myself because I’ve played football since I was five, six years old. When I go out on the pitch, even in training, I’m still enjoying it and my motivation is still there. Even though I’m going to be 37 soon, I feel good, I feel motivated, I have been working hard since I was 18 years old and I continue to.  “I love the game. I still have that passion. I want to continue. People ask me sometimes how many more years I’m going to play and I say I hope to play another four, five years. It’s all mental because I think that if you treat your body [well], when you need your body it’s going to give it back.""",Football,Update,False,8128,https://assets.goal.com/images/v3/getty-2216339138/crop/MM5DKMBQHE5DEOBRHA5G433XMU5DAORSGU4A====/GettyImages-2216339138.jpg?auto=webp&format=pjpg&width=3840&quality=60
"Bundesliga odds: Bayern Munich, Borussia Dortmund & the top teams’ chances of winning in 2021-22","Having won the Bundesliga title in each of the last nine seasons, Bayern Munich are already well on course to complete their historic 10 in a row in 2022. New coach Julian Nagelsmann has picked up where predecessor Hansi Flick left off, leading his team to the Herbstmeister position of sitting top of the league at the winter break. Boasting a nine-point lead at the top of the table, Bayern are once again threatening to run away with a league they have completely dominated over the past decade. GOAL brings you everything you need to know about the favourites and outsiders for the Bundesliga title in 2021-22. Having picked up 14 wins from their opening 17 fixtures to pull comfortably clear of the chasing pack, Bayern Munich are now overwhelming 1/50 (1.02) favourites with bet365 to go all the way to the title once again. The record 31-times champions are still spearheaded by the evergreen Robert Lewandowski, whose 19 goals from 17 league matches so far puts him well on course to win a fifth consecutive Golden Boot. With Dayot Upamecano and Marcel Sabitzer having followed manager Nagelsmann from last season’s runners-up RB Leipzig to the Allianz Arena in the summer, the gap appears to be widening between Bayern and the rest of the league. Indeed, RB Leipzig have fallen dramatically away into mid-table since losing their coach and key players, leaving them as huge 250/1 (251.0) outsiders to lift the league trophy for the first time. Instead, it is traditional rivals Borussia Dortmund who offer the best hope of preventing the title returning to Munich this campaign, priced at 18/1 (19.0) to be crowned champions for the first time since 2012. Dortmund certainly possess players capable of reaching the very top, none more so than Erling Haaland and his record of 53 goals in 54 Bundesliga matches. The Norway international has started just 10 league games this season (scoring 13 goals) due to injuries, so keeping him fit could prove central to an unlikely title bid in the second half of the campaign. Marco Rose’s men did push Bayern all the way in a 3-2 defeat at the Westfalenstadion at the beginning of December and remain their only potential challengers to what looks like a one-horse race. While the title race has been a closed shop over the past 10 years, Germany’s battle for the top four is once again providing plenty of intrigue. Dortmund have remained almost ever-presents in the Champions League - finishing in the top four in 10 of the last 11 seasons - and are priced at just 1/150 (1.01) to maintain that record this time out. However, RB Leipzig are now at Evens (2.0) to secure their place for a fourth year in a row as they sit six points adrift in 10th at halfway.  Bayer Leverkusen’s days as Champions League regulars are a distant memory after just one top-four finish in the last five seasons but they are now 8/11 (1.73) to return to Europe’s top table as they occupy fourth place. Neck-and-neck with Leverkusen on 28 points, Hoffenheim are 9/4 (3.25) to achieve a Champions League spot for just the third time in their relatively short top-flight history. Freiburg have never reached the Champions League and are dark horses at 5/2 (3.50) despite sitting in third as we enter 2022, with Christian Streich’s team having achieved some eye-catching results so far. Both just a point adrift of fourth-placed Leverkusen, Union Berlin and Eintracht Frankfurt can be backed at 4/1 (5.0) and 8/1 (9.0) to really upset the established order by claiming a place at Europe’s top table. Mainz are on offer at 9/1 (10.0) as they begin the new year just four points shy of fourth place in ninth position, while Koln are a longer 16/1 (17.0) despite sitting a point ahead in eighth place. Odds correct at the time of writing. 18+. Please gamble responsibly.",Football,Rumor,False,49843,https://assets.goal.com/images/v3/getty-1437225001/crop/MM5DINZXHA5DENRYHA5G433XMU5DAORSGQ4Q====/GettyImages-1437225001.jpg?auto=webp&format=pjpg&width=3840&quality=60
Who is Tyrell Malacia? Everything you need to know about Manchester United's £13m transfer target,"Erik ten Hag's Dutch revolution is underway at Manchester United as the former Ajax manager closes in on the signing of Tyrell Malacia, a player he will have seen plenty of times in Eredivisie. Malacia, who shares an agent with fellow United target Frenkie de Jong, is on the verge of moving to Old Trafford for around £13 million ($16m), plus add-ons, making him the club's first signing of the summer. Indeed, the Red Devils appear to have successfully hijacked Lyon's move for Malacia, with West Ham also among those interested. The 22-year-old Dutch defender is a marauding left-back, having been deployed in that position for both Feyenoord and the Netherlands national team. Catch him if you can 💨Tyrell Malacia scores his first senior goal for Feyenoord! 👏 pic.twitter.com/TFJH4rkON1 Born in Rotterdam, Malacia joined Feyenoord's youth academy in 2008 at the age of nine. He signed his first professional contract in 2015 and made his debut two years later in a Champions League win over Napoli. Malacia played the full 90 minutes against the Serie A side in Rotterdam that night and was then handed his Eredivisie debut seven days later against Heerenveen. In total, Malacia has made 136 appearances for Feyenoord, scoring four goals. The left-back won the KNVB Cup with the Dutch club in 2017-18 and the Johan Cruyff Shield in 2018. He was a member of the Feyenoord team that made it to the final of the UEFA Conference League in 2021-22, losing to Jose Mourinho's Roma in the final. Malacia played 88 minutes of that match and was named in UEFA's Team of the Tournament for his performances across the competition. Malacia has represented the Netherlands from youth level to the senior national team. Born in Rotterdam to a Curacaoan father and Surinamese mother, Malacia has represented the country of his birth since earning his first U-16 call-up in 2014. He went on to play for the U-17s, 18s, 19s, 20s and 21s before finally earning his senior debut in 2021 against Montenegro. In total, he has five senior caps and will be aiming to be part of Louis van Gaal's squad for the World Cup. The deal to bring Malacia to United came out of the blue, with the Netherlands international having been set to join Lyon until Ten Hag's side came in and agreed a deal with Feyenoord. West Ham are also said to have been interested, but Malacia is set to choose to be a part of the rebuilding process in Manchester. At 22 years old, Malacia has plenty of time to develop at United and will challenge Luke Shaw and Alex Telles for the left-back role. It doesn't bode well for Brandon Williams' future at the club, however, with the defender having returned from a loan spell at Norwich City but now seemingly fourth choice in the pecking order.",Football,Analysis,False,902,https://assets.goal.com/images/v3/blt186aeaa0bfc9f62c/Audero.jpg
